166,FTI-277,937,baseline,0.5972999797067116,0.6540573207876174,1,0,0,0,0,0,0,0
166,FTI-277,937,random_forest,0.44818552201155537,0.6106280253667598,0.9336001692197865,0.06107545332262976,8.89873185936014,13.605431170228728,-30.202156605893066,0.47227258413491513,0.7220660470036531,-1.3044195140705703
166,FTI-277,937,random_forest_100,0.25229996355502216,0.5859618307218889,0.895887580642431,0.09900311904233006,8.342843974728922,12.755524186599501,-28.25301361499177,0.47255318284995024,0.7224950594252207,-1.3057886749667813
166,FTI-277,937,random_forest_50,0.27134542674897666,0.6028947150913206,0.9217765720675879,0.07296648115470639,8.657231711233038,13.23619725073634,-29.355370169207465,0.48379331862434355,0.7396803051478095,-1.360634094941266
166,FTI-277,937,random_forest_25,0.2909922189950219,0.6107347557598592,0.9337633512371837,0.06091134066845305,9.242644252360034,14.131245012638983,-31.408037231883938,0.4762787062339951,0.7281910791250822,-1.3239670936908858
166,FTI-277,937,baseline,0.5905286020907226,0.7039779466379078,1,0,0,0,0,0,0,0
166,FTI-277,937,random_forest,0.43318627715737845,0.636842224673153,0.9046337711495298,0.0703840308166539,5.428591862993019,7.7113095501345645,-400.85319856465685,0.46367391222600957,0.6586483489155393,-1.3313004956474175
166,FTI-277,937,random_forest_100,0.23861579597453447,0.6159922602189085,0.8750164165806534,0.10081929274282164,5.849919811044703,8.30980549743502,-432.0421307670317,0.4263186622630341,0.6055852520651642,-1.1434824829073147
166,FTI-277,937,random_forest_50,0.25076537198159954,0.6260743560438543,0.8893380240586949,0.0861021824153515,6.018037100007251,8.548615945639328,-444.48706529308583,0.42794931340865294,0.6079015904581587,-1.151681214222085
166,FTI-277,937,random_forest_25,0.26720240493224595,0.6212626429458702,0.8825029902043474,0.09312597129384548,5.523650046131372,7.8463396083804735,-407.8899100927972,0.4237035800591223,0.601870530295255,-1.1303341424952569
166,FTI-277,937,baseline,0.6416643434707843,0.5008349497899333,1,0,0,0,0,0,0,0
166,FTI-277,937,random_forest,0.47649002202689317,0.4679235843988599,0.9342870033233953,0.06477683482106067,5.097052602507759,10.177110452546556,nan,0.33811053161064175,0.6750937244943798,-1.0610609498939856
166,FTI-277,937,random_forest_100,0.2784724550070333,0.4696048263254474,0.9376438815270683,0.06141659300287006,5.933364184845788,11.846945160944612,nan,0.3330647931690702,0.6650190712704226,-1.0303030364514134
166,FTI-277,937,random_forest_50,0.2966969552338105,0.4881636239114077,0.9746995973746634,0.02432374707898899,5.347869379621319,10.677907725617775,nan,0.3472479223974277,0.693338039893332,-1.1167608396455795
166,FTI-277,937,random_forest_25,0.3085816621061938,0.5109117242833732,1.020119950689676,-0.021142117735260646,5.767428349040311,11.515626757795879,nan,0.3747557519918018,0.7482619816148748,-1.2844436181831944
166,FTI-277,937,baseline,0.6129974478398849,0.6226557440418319,1,0,0,0,0,0,0,0
166,FTI-277,937,random_forest,0.4575006839206595,0.5877031864775203,0.943865357545046,0.05612656525557147,9.559431526729675,15.352675404031034,nan,0.44399161684778904,0.71306114349113,-1.3411001534255775
166,FTI-277,937,random_forest_100,0.25913376956045897,0.5705375202128342,0.9162968874410702,0.08369527127882104,9.095305928294994,14.607278605116257,nan,0.440604263334508,0.7076209728258877,-1.3232391544140407
166,FTI-277,937,random_forest_50,0.2815593408602751,0.5764565563636924,0.9258030009034404,0.07418907646716388,8.518254485935561,13.680520203091998,nan,0.46105350900416897,0.7404629498980323,-1.4310649113834408
166,FTI-277,937,random_forest_25,0.3078120713423243,0.5871893809434052,0.943040173582589,0.056951756279602805,9.057628988731544,14.546768540085973,nan,0.4674480919758925,0.7507328029153907,-1.464782573177327
166,FTI-277,937,baseline,0.6258432854595218,0.5592286565735652,1,0,0,0,0,0,0,0
